City,ILR,ILR_ref_for_city,PAC_MW,PDC_MWp,AC_energy_MWh,AC_energy_MWh_ILR_1_0,AC_energy_delta_MWh,DC_energy_MWh,clipping_energy_MWh,energy_increase_percentage,energy_loss_to_inverter
Amsterdam,2.04,1.0,50.05,102.08,81922.56290695784,43289.70946939843,38632.85343755941,89953.23489333567,-6512.2845040536,89.24257961321972,-8.635804882272913
Amsterdam,2.09,1.0,50.05,104.44,83245.64876242347,43289.70946939843,39955.93929302504,92035.48570105179,-7241.640784610762,92.29893150765994,-9.52797224420686
Amsterdam,2.13,1.0,50.05,106.8,84539.06221092974,43289.70946939843,41249.35274153131,94117.73650876783,-8000.477089936669,95.28673961346527,-10.45286776243567
Amsterdam,2.18,1.0,50.05,109.16,85803.62301672625,43289.70946939843,42513.91354732782,96199.98731648397,-8788.441887449415,98.2078976006549,-11.411311066966437
Amsterdam,2.23,1.0,50.05,111.53,87038.28573622681,43289.70946939843,43748.57626682838,98282.23812420011,-9606.389610618546,101.05999047592205,-12.4062435395296
Amsterdam,2.28,1.0,50.05,113.89,88244.66758899465,43289.70946939843,44954.95811959622,100364.48893191619,-10452.443488000088,103.84675404526553,-13.436360264529904
Amsterdam,2.32,1.0,50.05,116.25,89425.32720793225,43289.70946939843,46135.617738533816,102446.73973963229,-11323.855503805067,106.57409879626742,-14.498901565777627
Amsterdam,2.37,1.0,50.05,118.62,90581.39124487118,43289.70946939843,47291.681775472745,104528.99054734838,-12219.989542733807,109.2446273147278,-15.594398871505252
Amsterdam,2.42,1.0,50.05,120.98,91712.96498664535,43289.70946939843,48423.25551724692,106611.2413550645,-13140.568308994109,111.85858281510852,-16.72415360181033
Amsterdam,2.46,1.0,50.05,123.34,92822.4769698519,43289.70946939843,49532.76750045346,108693.49216278057,-14082.933860653702,114.4215752602088,-17.885465554610978
Amsterdam,2.51,1.0,50.05,125.7,93910.45309289901,43289.70946939843,50620.74362350058,110775.74297049669,-15046.818748011952,116.93481948471951,-19.07954011123693
Amsterdam,2.56,1.0,50.05,128.07,94977.77424595921,43289.70946939843,51688.06477656078,112857.99377821283,-16031.447102817176,119.40035036063053,-20.306767500088583
Amsterdam,2.61,1.0,50.05,130.43,96024.75523636064,43289.70946939843,52735.045766962205,114940.2445859289,-17036.360743379886,121.81889509847761,-21.568182076284398
Amsterdam,2.65,1.0,50.05,132.79,97051.12172303585,43289.70946939843,53761.41225363741,117022.49539364499,-18061.995353685183,124.18981996550806,-22.86643261406369
Amsterdam,2.7,1.0,50.05,135.16,98057.86850298406,43289.70946939843,54768.15903358562,119104.74620136112,-19107.190205681713,126.51542296051058,-24.201426280000163
Amsterdam,2.75,1.0,50.05,137.52,99045.40389913927,43289.70946939843,55755.69442974084,121186.99700907717,-20171.59755149904,128.79664731673617,-25.574520218526942
Amsterdam,2.79,1.0,50.05,139.88,100014.53745039387,43289.70946939843,56724.82798099543,123269.24781679333,-21254.20056233837,131.03536308344667,-26.985918803962996
Amsterdam,2.84,1.0,50.05,142.25,100965.59874563407,43289.70946939843,57675.88927623563,125351.49862450939,-22355.067179938975,133.2323316168403,-28.437750940860596
Athens,1.0,1.0,50.05,50.09,71610.53820830786,71610.53820830786,0.0,72905.5576925785,-0.0,0.0,-0.0
Athens,1.05,1.0,50.05,52.46,74988.3565193494,71610.53820830786,3377.818311041541,76344.49909317182,-0.0,4.716929093893705,-0.0
Athens,1.1,1.0,50.05,54.82,78364.5716779589,71610.53820830786,6754.03346965104,79783.44049376513,-0.0,9.431619477574985,-0.0
Athens,1.14,1.0,50.05,57.18,81729.4032364983,71610.53820830786,10118.865028190441,83222.38189435842,-12.81091724489159,14.13041331815672,-0.015677253396521262
Athens,1.19,1.0,50.05,59.54,85037.57262559685,71610.53820830786,13427.034417288989,86661.32329495183,-86.89929953635418,18.75008169639934,-0.10229383256659355
Athens,1.24,1.0,50.05,61.91,88234.11298017575,71610.53820830786,16623.57477186789,90100.26469554509,-279.3769695072905,23.213866545048973,-0.3176372099774178
Athens,1.28,1.0,50.05,64.27,91260.61598077278,71610.53820830786,19650.077772464923,93539.20609613841,-649.9280722604926,27.44020400364095,-0.7172752875650954
Athens,1.33,1.0,50.05,66.63,94097.8060258077,71610.53820830786,22487.267817499844,96978.14749673176,-1209.539601161893,31.4021768026469,-1.3021446601580335
Athens,1.38,1.0,50.05,69.0,96771.12877693583,71610.53820830786,25160.590568627973,100417.08889732508,-1930.5601523059454,35.13531834579757,-2.035584750600687
Athens,1.43,1.0,50.05,71.36,99304.16168240717,71610.53820830786,27693.62347409931,103856.0302979184,-2790.6754815781483,38.67255318419943,-2.8914875956000614
Athens,1.47,1.0,50.05,73.72,101715.32253056562,71610.53820830786,30104.784322257765,107294.97169851173,-3771.482854062742,42.03960070050859,-3.8506585677256586
Athens,1.52,1.0,50.05,76.08,104019.07967822732,71610.53820830786,32408.541469919466,110733.91309910508,-4858.699753657041,45.25666512328993,-4.899839792216383
Athens,1.57,1.0,50.05,78.45,106224.9980438025,71610.53820830786,34614.459835494636,114172.85449969838,-6043.5258619154165,48.337103311253784,-6.032578410250287
Athens,1.61,1.0,50.05,80.81,108338.40702219403,71610.53820830786,36727.868813886176,117611.79590029173,-7320.81783528,51.288357458016165,-7.247072410067325
Athens,1.66,1.0,50.05,83.17,110365.1689610053,71610.53820830786,38754.63075269744,121050.73730088508,-8684.602672353698,54.11861399500185,-8.54106442296926
Athens,1.71,1.0,50.05,85.54,112308.094755093,71610.53820830786,40697.55654678514,124489.67870147842,-10132.613664871986,56.831798175290956,-9.916873947405133
Athens,1.76,1.0,50.05,87.9,114166.1500258723,71610.53820830786,42555.61181756444,127928.62010207168,-11666.375984276012,59.42646554865213,-11.381855319545958
Athens,1.8,1.0,50.05,90.26,115942.41581879764,71610.53820830786,44331.877610489784,131367.561502665,-13281.409085028348,61.906918617945315,-12.93715063546086
Athens,1.85,1.0,50.05,92.62,117646.27823290895,71610.53820830786,46035.740024601095,134806.50290325834,-14967.89930258114,64.2862645309099,-14.57745969357149
Athens,1.9,1.0,50.05,94.99,119286.07005734512,71610.53820830786,47675.53184903726,138245.44430385172,-16718.053726505164,66.57613954855907,-16.299480407791034
Athens,1.95,1.0,50.05,97.35,120867.91129767495,71610.53820830786,49257.37308936709,141684.385704445,-18525.430047950285,68.7850899068547,-18.101407960538506
Athens,1.99,1.0,50.05,99.71,122395.99763609361,71610.53820830786,50785.459427785754,145123.32710503833,-20386.708193843697,70.91897463478902,-19.985148710780045
Athens,2.04,1.0,50.05,102.08,123871.56592797065,71610.53820830786,52261.02771966279,148562.26850563163,-22300.570750101768,72.9795209297837,-21.955648569800367
Athens,2.09,1.0,50.05,104.44,125296.97453134962,71610.53820830786,53686.436323041766,152001.209906225,-24264.588131345175,74.97002210327385,-24.01664356939718
Athens,2.13,1.0,50.05,106.8,126673.92944852439,71610.53820830786,55063.39124021653,155440.1513068183,-26276.99180813552,76.89286048939145,-26.173100918931315
Athens,2.18,1.0,50.05,109.16,128003.61577636818,71610.53820830786,56393.077568060326,158879.0927074117,-28337.18144935546,78.74969100779347,-28.43202091125196
Athens,2.23,1.0,50.05,111.53,129283.8964800336,71610.53820830786,57673.35827172574,162318.034108005,-30447.139760359998,80.5375294121652,-30.805482465107488
Athens,2.28,1.0,50.05,113.89,130516.43395133932,71610.53820830786,58905.89574303146,165756.97550859826,-32605.090409277524,82.25869713711707,-33.300626086568485
Athens,2.32,1.0,50.05,116.25,131705.15724237417,71610.53820830786,60094.619034066316,169195.9169091916,-34805.95005351364,83.9186808780254,-35.91974698582973
Athens,2.37,1.0,50.05,118.62,132855.3522634063,71610.53820830786,61244.81405509844,172634.85830978493,-37045.20412326716,85.52486210471346,-38.66521954342671
Athens,2.42,1.0,50.05,120.98,133968.42073372478,71610.53820830786,62357.88252541692,176073.7997103782,-39321.64806798507,87.07919823758915,-41.545682922391656
Athens,2.46,1.0,50.05,123.34,135045.8845249202,71610.53820830786,63435.34631661234,179512.74111097155,-41633.61982519266,88.5838144828423,-44.569757471380626
Athens,2.51,1.0,50.05,125.7,136089.67895850734,71610.53820830786,64479.14075019948,182951.68251156487,-43979.12649489638,90.04141340571431,-47.74602400986651
Athens,2.56,1.0,50.05,128.07,137101.78524093152,71610.53820830786,65491.247032623665,186390.62391215828,-46356.04089962908,91.4547616471143,-51.08343232634698
Athens,2.61,1.0,50.05,130.43,138084.86445525158,71610.53820830786,66474.32624694372,189829.56531275163,-48761.828889400036,92.82757525655873,-54.59042964729003
Athens,2.65,1.0,50.05,132.79,139040.25774131116,71610.53820830786,67429.7195330033,193268.5067133449,-51195.43103206777,94.16172705874241,-58.27939213941301
Athens,2.7,1.0,50.05,135.16,139968.939833738,71610.53820830786,68358.40162543014,196707.44811393824,-53655.48739608817,95.45857821453934,-62.163528257483655
Athens,2.75,1.0,50.05,137.52,140872.5111030565,71610.53820830786,69261.97289474863,200146.38951453153,-56140.62433006872,96.72036354938781,-66.25678533570216
Athens,2.79,1.0,50.05,139.88,141752.55199623574,71610.53820830786,70142.01378792788,203585.33091512488,-58649.19782022537,97.94929006662652,-70.57380343037437
Athens,2.84,1.0,50.05,142.25,142609.75126545416,71610.53820830786,70999.2130571463,207024.27231571826,-61180.63464083643,99.14631956907897,-75.13360966799466
Berlin,1.0,1.0,50.05,50.09,45949.016540342425,45949.016540342425,0.0,46846.36296660475,-0.0,0.0,-0.0
Berlin,1.05,1.0,50.05,52.46,48124.676376158575,45949.016540342425,2175.65983581615,49056.09706880311,-0.0,4.734943203639537,-0.0
Berlin,1.1,1.0,50.05,54.82,50299.533806885964,45949.016540342425,4350.517266543538,51265.83117100143,-0.0,9.468140112909404,-0.0
Berlin,1.14,1.0,50.05,57.18,52473.58596444304,45949.016540342425,6524.569424100613,53475.56527319976,-0.0,14.199584485931613,-0.0
Berlin,1.19,1.0,50.05,59.54,54646.32811993981,45949.016540342425,8697.311579597386,55685.29937539811,-0.7219747161215652,18.928177868532398,-0.001321194451028465
Berlin,1.24,1.0,50.05,61.91,56808.551262078116,45949.016540342425,10859.53472173569,57895.03347759643,-13.127401560838162,23.633878457879966,-0.023113484623475088
Berlin,1.28,1.0,50.05,64.27,58941.763319596874,45949.016540342425,12992.746779254448,60104.767579794774,-55.816091003125415,28.27644149433981,-0.09478677618354132
Berlin,1.33,1.0,50.05,66.63,61021.371011417934,45949.016540342425,15072.354471075509,62314.50168199308,-155.26470804073475,32.802344001948875,-0.25509223025840205
Berlin,1.38,1.0,50.05,69.0,63034.834950795004,45949.016540342425,17085.81841045258,64524.235784191435,-321.71289393307757,37.18429619805145,-0.5129913539328832
Berlin,1.43,1.0,50.05,71.36,64986.90618828514,45949.016540342425,19037.889647942713,66733.96988638978,-548.1838354410344,41.43263791343125,-0.8507056245457038
Berlin,1.47,1.0,50.05,73.72,66884.45165977375,45949.016540342425,20935.435119431328,68943.70398858814,-829.3195308104579,45.56231383331216,-1.2554959835540545
Berlin,1.52,1.0,50.05,76.08,68727.91101837583,45949.016540342425,22778.894478033406,71153.43809078647,-1164.5877083109674,49.57428078582256,-1.7236980824143082
Berlin,1.57,1.0,50.05,78.45,70519.07565441923,45949.016540342425,24570.0591140768,73363.17219298478,-1551.6591957239345,53.47243741877418,-2.2498438761342117
Berlin,1.61,1.0,50.05,80.81,72262.38888975506,45949.016540342425,26313.37234941264,75572.9062951831,-1987.0231235092551,57.26645384523075,-2.8274817239921766
Berlin,1.66,1.0,50.05,83.17,73955.26951060891,45949.016540342425,28006.252970266483,77782.6403973815,-2472.785352848593,60.95071250475511,-3.4592884984120142
Berlin,1.71,1.0,50.05,85.54,75601.55559815069,45949.016540342425,29652.539057808266,79992.3744995798,-3005.1558981150433,64.53356630989884,-4.13953847647016
Berlin,1.76,1.0,50.05,87.9,77198.72691218175,45949.016540342425,31249.710371839326,82202.10860177815,-3586.93234083172,68.00953039855082,-4.872768503632931
Berlin,1.8,1.0,50.05,90.26,78749.50879603805,45949.016540342425,32800.49225569562,84411.84270397646,-4215.011130559665,71.38453600393682,-5.655114426982852
Berlin,1.85,1.0,50.05,92.62,80254.31491717478,45949.016540342425,34305.298376832354,86621.57680617485,-4889.326901835244,74.6594834009405,-6.4875309219714685
Berlin,1.9,1.0,50.05,94.99,81716.15778024825,45949.016540342425,35767.141239905824,88831.31090837318,-5606.016100941688,77.84092877918923,-7.365662416663057
Berlin,1.95,1.0,50.05,97.35,83140.58632065191,45949.016540342425,37191.56978030949,91041.04501057154,-6359.842715384717,80.94094842629754,-8.283122065189831
Berlin,1.99,1.0,50.05,99.71,84528.41864137948,45949.016540342425,38579.402101037056,93250.77911276984,-7150.356477871757,83.96132280038033,-9.240805827835706
Berlin,2.04,1.0,50.05,102.08,85879.67828480434,45949.016540342425,39930.66174446191,95460.51321496819,-7977.823804105445,86.90210313729673,-10.240865069626865
Berlin,2.09,1.0,50.05,104.44,87195.59224358157,45949.016540342425,41246.57570323915,97670.24731716653,-8840.041496260144,89.7659597720125,-11.281959493549142
Berlin,2.13,1.0,50.05,106.8,88480.90994801134,45949.016540342425,42531.89340766891,99879.98141936486,-9732.554987059617,92.56322900910547,-12.359058156688626
Berlin,2.18,1.0,50.05,109.16,89736.22281880624,45949.016540342425,43787.20627846382,102089.71552156315,-10655.373937635599,95.29519797234272,-13.474025745027973
Berlin,2.23,1.0,50.05,111.53,90960.82511932132,45949.016540342425,45011.8085789789,104299.4496237615,-11608.923938952645,97.96033074931935,-14.629673349054734
Berlin,2.28,1.0,50.05,113.89,92155.81948739996,45949.016540342425,46206.802947057535,106509.18372595981,-12592.180418573313,100.56102703849771,-15.826551633316353
Berlin,2.32,1.0,50.05,116.25,93322.11487206887,45949.016540342425,47373.09833172644,108718.91782815821,-13604.136554951761,103.09926500849849,-17.06533060940743
Berlin,2.37,1.0,50.05,118.62,94460.17548551767,45949.016540342425,48511.158945175244,110928.6519303565,-14644.326560858233,105.57605493598172,-18.347642427109246
Berlin,2.42,1.0,50.05,120.98,95571.351359238,45949.016540342425,49622.33481889558,113138.38603255492,-15711.251843347478,107.9943349284267,-19.67346890197809
Berlin,2.46,1.0,50.05,123.34,96656.99928467095,45949.016540342425,50707.982744328525,115348.12013475318,-16803.660695542567,110.35705780516068,-21.043153601883713
Berlin,2.51,1.0,50.05,125.7,97718.9998627424,45949.016540342425,51769.98332239998,117557.85423695153,-17919.502171978664,112.66831636526288,-22.455657855666836
Berlin,2.56,1.0,50.05,128.07,98757.91092464793,45949.016540342425,52808.89438430551,119767.58833914986,-19058.374143215402,114.92932463078994,-23.91277906103891
Berlin,2.61,1.0,50.05,130.43,99775.30844642203,45949.016540342425,53826.291906079605,121977.3224413482,-20218.72094567585,117.14351243801066,-25.41426370944607
Berlin,2.65,1.0,50.05,132.79,100770.96348691765,45949.016540342425,54821.946946575226,124187.05654354654,-21401.051340351252,119.31038153655047,-26.963682788046373
Berlin,2.7,1.0,50.05,135.16,101745.40183970952,45949.016540342425,55796.385299367095,126396.79064574487,-22604.340615188004,121.43107622418611,-28.56208934456915
Berlin,2.75,1.0,50.05,137.52,102700.19970667837,45949.016540342425,56751.18316633594,128606.52474794324,-23827.217204537556,123.50902682870132,-30.20960593685021
Berlin,2.79,1.0,50.05,139.88,103636.13854617116,45949.016540342425,57687.122005828736,130816.25885014157,-25068.94850485199,125.54593405754497,-31.907655716932233
Berlin,2.84,1.0,50.05,142.25,104553.46947186047,45949.016540342425,58604.45293151805,133025.99295233993,-26329.357936202647,127.54234441571643,-33.65887757536322
Bratislava,1.0,1.0,50.05,50.09,54232.87544951848,54232.87544951848,0.0,55246.78273854714,-0.0,0.0,-0.0
Bratislava,1.05,1.0,50.05,52.46,56796.865954181136,54232.87544951848,2563.990504662659,57852.763056403135,-0.0,4.727742136869168,-0.0
Bratislava,1.1,1.0,50.05,54.82,59359.82234298526,54232.87544951848,5126.946893466782,60458.74337425912,-0.0,9.4535774674885,-0.0
Bratislava,1.14,1.0,50.05,57.18,61921.74345334809,54232.87544951848,7688.868003829615,63064.72369211512,-0.0,14.177503848171641,-0.0
Bratislava,1.19,1.0,50.05,59.54,64480.835772150676,54232.87544951848,10247.9603226322,65670.70400997113,-2.5422465964939134,18.896214220046836,-0.003942794477782456
Bratislava,1.24,1.0,50.05,61.91,67015.39740115246,54232.87544951848,12782.521951633978,68276.68432782711,-32.38323572281761,23.569692452564713,-0.04834544417908684
Bratislava,1.28,1.0,50.05,64.27,69492.88821328027,54232.87544951848,15260.012763761792,70882.66464568312,-122.2731725778604,28.13793780483989,-0.17626075897715193
Bratislava,1.33,1.0,50.05,66.63,71892.79233861288,54232.87544951848,17659.916889094406,73488.64496353915,-291.466213352186,32.56312106396196,-0.4070681775394629
Bratislava,1.38,1.0,50.05,69.0,74211.73912829283,54232.87544951848,19978.863678774353,76094.6252813951,-541.7006079338913,36.839027090443054,-0.7353065354841517
Bratislava,1.43,1.0,50.05,71.36,76446.30156177712,54232.87544951848,22213.42611225864,78700.60559925107,-877.7796773994214,40.95933680104338,-1.1615678797349682
Bratislava,1.47,1.0,50.05,73.72,78590.58538664601,54232.87544951848,24357.709937127533,81306.58591710709,-1305.1556415401176,44.91318178362199,-1.688747343250384
Bratislava,1.52,1.0,50.05,76.08,80643.36579176126,54232.87544951848,26410.49034224278,83912.56623496309,-1824.5407282196475,48.698303608899415,-2.3148540044193147
Bratislava,1.57,1.0,50.05,78.45,82607.34527119531,54232.87544951848,28374.469821676837,86518.5465528191,-2432.4136406768275,52.319685405743634,-3.033883024542465
Bratislava,1.61,1.0,50.05,80.81,84494.3632610615,54232.87544951848,30261.487811543026,89124.52687067512,-3116.2663766138817,55.79915791061326,-3.829367478375425
Bratislava,1.66,1.0,50.05,83.17,86311.73769095472,54232.87544951848,32078.86224143624,91730.50718853106,-3869.234871482011,59.15021465401769,-4.693252556820858
Bratislava,1.71,1.0,50.05,85.54,88067.67123756214,54232.87544951848,33834.795788043666,94336.48750638709,-4682.922697759861,62.38798055164542,-5.616042237657583
Bratislava,1.76,1.0,50.05,87.9,89769.32330183164,54232.87544951848,35536.44785231316,96942.46782424305,-5550.263911563025,65.52565682303073,-6.590270601151301
Bratislava,1.8,1.0,50.05,90.26,91419.93482311137,54232.87544951848,37187.05937359289,99548.44814209909,-6468.992115317215,68.56921943629501,-7.614973900370494
Bratislava,1.85,1.0,50.05,92.62,93019.91816447106,54232.87544951848,38787.042714952586,102154.4284599551,-7438.238685999217,71.51942874770984,-8.69139134839053
Bratislava,1.9,1.0,50.05,94.99,94572.67100333213,54232.87544951848,40339.79555381365,104760.4087778111,-8454.50361635014,74.38254973473258,-9.81732876218655
Bratislava,1.95,1.0,50.05,97.35,96080.0615984653,54232.87544951848,41847.18614894682,107366.38909566712,-9516.283798457207,77.16202727974361,-10.993378570472139
Bratislava,1.99,1.0,50.05,99.71,97543.77655334196,54232.87544951848,43310.90110382348,109972.3694135231,-10621.470591809195,79.86097131091365,-12.219499326800761
Bratislava,2.04,1.0,50.05,102.08,98966.57234275067,54232.87544951848,44733.6968932322,112578.34973137903,-11767.547736771676,82.48446449215405,-13.4950451452238
Bratislava,2.09,1.0,50.05,104.44,100350.73128465656,54232.87544951848,46117.855835138085,115184.33004923507,-12951.985608132638,85.03671518960103,-14.819418182578856
Bratislava,2.13,1.0,50.05,106.8,101697.96153576113,54232.87544951848,47465.086086242656,117790.31036709105,-14173.425538632724,87.5208730734267,-16.193659728853333
Bratislava,2.18,1.0,50.05,109.16,103010.54099122583,54232.87544951848,48777.665541707356,120396.29068494706,-15429.261769059076,89.94113835455953,-17.61707742349799
Bratislava,2.23,1.0,50.05,111.53,104290.3672032726,54232.87544951848,50057.491753754126,123002.27100280301,-16717.800723072476,92.30100992957506,-19.09022584927018
Bratislava,2.28,1.0,50.05,113.89,105537.63395207575,54232.87544951848,51304.75850255727,125608.25132065898,-18039.14678880321,94.60084510974016,-20.61652420931814
Bratislava,2.32,1.0,50.05,116.25,106752.97213905049,54232.87544951848,52520.09668953201,128214.23163851506,-19392.29573825495,96.84180721418548,-22.197968854186158
Bratislava,2.37,1.0,50.05,118.62,107938.02367818783,54232.87544951848,53705.14822866936,130820.21195637101,-20775.63742827293,99.02692376814808,-23.835553754465057
Bratislava,2.42,1.0,50.05,120.98,109093.51924160762,54232.87544951848,54860.64379208914,133426.192274227,-22188.580352078076,101.15754205796263,-25.532013065774557
Bratislava,2.46,1.0,50.05,123.34,110221.76439223895,54232.87544951848,55988.88894272048,136032.17259208302,-23628.386295595355,103.23791331115486,-27.286597214425107
Bratislava,2.51,1.0,50.05,125.7,111325.1103142142,54232.87544951848,57092.23486469572,138638.15290993906,-25092.840785369383,105.27237287618803,-29.099130664740063
Bratislava,2.56,1.0,50.05,128.07,112405.23234682974,54232.87544951848,58172.35689731126,141244.13322779504,-26580.469044980266,107.26400991122031,-30.97062901472339
Bratislava,2.61,1.0,50.05,130.43,113462.55068127516,54232.87544951848,59229.67523175668,143850.11354565097,-28091.076445429935,109.21359920679362,-32.904523082061566
Bratislava,2.65,1.0,50.05,132.79,114496.27760828786,54232.87544951848,60263.40215876938,146456.09386350706,-29625.357885232184,111.11968830578473,-34.90637073558693
Bratislava,2.7,1.0,50.05,135.16,115506.64327332724,54232.87544951848,61273.76782380876,149062.07418136304,-31183.10258095317,112.98270157341031,-36.980305054687136
Bratislava,2.75,1.0,50.05,137.52,116495.17045120336,54232.87544951848,62262.295001684884,151668.05449921897,-32762.44789686876,114.80544685416952,-39.12741267383136
Bratislava,2.79,1.0,50.05,139.88,117462.97830847192,54232.87544951848,63230.10285895345,154274.03481707498,-34362.440705547546,116.58998777929422,-41.35044332654029
Bratislava,2.84,1.0,50.05,142.25,118411.18077939107,54232.87544951848,64178.30532987259,156880.01513493108,-35982.002433621084,118.33837833218269,-43.652021232924945
Brussels,1.0,1.0,50.05,50.09,42192.65004636419,42192.65004636419,0.0,43030.17047425898,-0.0,0.0,-0.0
Brussels,1.05,1.0,50.05,52.46,44192.521256814834,42192.65004636419,1999.8712104506412,45059.895496629666,-0.0,4.739856842964461,-0.0
Brussels,1.1,1.0,50.05,54.82,46191.71625199438,42192.65004636419,3999.066205630188,47089.62051900035,-0.0,9.478111000934376,-0.0
Brussels,1.14,1.0,50.05,57.18,48190.23373292764,42192.65004636419,5997.583686563448,49119.34554137108,-0.0,14.214759395233267,-0.0
Brussels,1.19,1.0,50.05,59.54,50186.06628934527,42192.65004636419,7993.416242981075,51149.07056374176,-2.6689489723168482,18.945044300837605,-0.005318390371649185
Brussels,1.24,1.0,50.05,61.91,52169.77836972576,42192.65004636419,9977.128323361569,53178.795586112494,-17.527471519374963,23.646602695962475,-0.03360827426909346
Brussels,1.28,1.0,50.05,64.27,54133.00548531607,42192.65004636419,11940.355438951876,55208.520608483195,-54.46809955302065,28.2996100643856,-0.10072036372670123
Brussels,1.33,1.0,50.05,66.63,56063.145831551905,42192.65004636419,13870.495785187712,57238.245630853904,-124.31845459094112,32.874199108010174,-0.22224000827400803
Brussels,1.38,1.0,50.05,69.0,57960.61064463403,42192.65004636419,15767.960598269834,59267.9706532246,-227.33815189089214,37.37134448995953,-0.3937731953778781
Brussels,1.43,1.0,50.05,71.36,59821.818888347625,42192.65004636419,17629.16884198343,61297.69567559531,-366.77727853637896,41.782558864189106,-0.616898531403691
Brussels,1.47,1.0,50.05,73.72,61644.12244168158,42192.65004636419,19451.47239531739,63327.420697966016,-545.0115595843815,46.101565969292686,-0.8920122596155106
Brussels,1.52,1.0,50.05,76.08,63428.16456071979,42192.65004636419,21235.5145143556,65357.14572033672,-761.684030610905,50.329890374320065,-1.2154568505645447
Brussels,1.57,1.0,50.05,78.45,65173.541805443914,42192.65004636419,22980.89175907972,67386.87074270746,-1017.0054737007993,54.46657589373204,-1.5851938584122243
Brussels,1.61,1.0,50.05,80.81,66880.39155917443,42192.65004636419,24687.741512810237,69416.59576507815,-1311.148746130446,58.511948137132045,-1.9996399071877238
