city,ILR,E_AC_MWh,P_AC_nom_MVA
Vilnius,2.7,102758.72719792981,50.05
Vilnius,2.75,103665.88882341688,50.05
Vilnius,2.79,104557.2971279536,50.05
Vilnius,2.84,105433.37735810601,50.05
Warsaw,1.0,52543.39404522803,50.05
Warsaw,1.05,55030.585250602875,50.05
Warsaw,1.1,57505.0466089844,50.05
Warsaw,1.14,59941.62632745939,50.05
Warsaw,1.19,62302.50067140089,50.05
Warsaw,1.24,64575.87433683744,50.05
Warsaw,1.28,66779.4130048684,50.05
Warsaw,1.33,68904.88092993744,50.05
Warsaw,1.38,70952.92695256713,50.05
Warsaw,1.43,72929.37112780417,50.05
Warsaw,1.47,74846.20152354824,50.05
Warsaw,1.52,76699.96635526858,50.05
Warsaw,1.57,78485.83343384498,50.05
Warsaw,1.61,80209.55510444105,50.05
Warsaw,1.66,81874.61742917057,50.05
Warsaw,1.71,83483.11316247538,50.05
Warsaw,1.76,85036.39129123597,50.05
Warsaw,1.8,86536.23167860758,50.05
Warsaw,1.85,87982.51054027435,50.05
Warsaw,1.9,89380.14208357724,50.05
Warsaw,1.95,90734.95651059698,50.05
Warsaw,1.99,92048.80584074665,50.05
Warsaw,2.04,93324.49326582407,50.05
Warsaw,2.09,94564.6621217748,50.05
Warsaw,2.13,95769.99224894449,50.05
Warsaw,2.18,96941.29814171461,50.05
Warsaw,2.23,98082.57470379114,50.05
Warsaw,2.28,99194.05633121626,50.05
Warsaw,2.32,100277.05676174334,50.05
Warsaw,2.37,101333.79822109727,50.05
Warsaw,2.42,102364.91290148384,50.05
Warsaw,2.46,103371.98339069373,50.05
Warsaw,2.51,104356.61216006095,50.05
Warsaw,2.56,105318.81447782791,50.05
Warsaw,2.61,106259.5403145156,50.05
Warsaw,2.65,107179.37845479893,50.05
Warsaw,2.7,108078.4840957341,50.05
Warsaw,2.75,108958.24954722472,50.05
Warsaw,2.79,109819.97622252085,50.05
Warsaw,2.84,110664.46237633463,50.05
Zagreb,1.0,61728.37749079367,50.05
Zagreb,1.05,64645.792975679666,50.05
Zagreb,1.1,67553.56826523943,50.05
Zagreb,1.14,70414.16353629976,50.05
Zagreb,1.19,73197.98058900375,50.05
Zagreb,1.24,75860.38466482182,50.05
Zagreb,1.28,78404.71099006788,50.05
Zagreb,1.33,80823.66477364046,50.05
Zagreb,1.38,83130.37089153819,50.05
Zagreb,1.43,85330.1991198145,50.05
Zagreb,1.47,87433.39176801064,50.05
Zagreb,1.52,89453.08861927432,50.05
Zagreb,1.57,91396.08113733656,50.05
Zagreb,1.61,93270.18408188397,50.05
Zagreb,1.66,95078.89757802598,50.05
Zagreb,1.71,96826.76246846512,50.05
Zagreb,1.76,98515.37444830821,50.05
Zagreb,1.8,100148.1408293699,50.05
Zagreb,1.85,101731.9005798061,50.05
Zagreb,1.9,103268.62359881504,50.05
Zagreb,1.95,104758.01142785922,50.05
Zagreb,1.99,106202.84757913042,50.05
Zagreb,2.04,107603.31055290019,50.05
Zagreb,2.09,108961.2037529543,50.05
Zagreb,2.13,110279.17480423368,50.05
Zagreb,2.18,111557.96613151117,50.05
Zagreb,2.23,112799.17153106387,50.05
Zagreb,2.28,114006.08855831088,50.05
Zagreb,2.32,115181.60307799495,50.05
Zagreb,2.37,116327.73218762489,50.05
Zagreb,2.42,117444.69553830099,50.05
Zagreb,2.46,118534.17949182559,50.05
Zagreb,2.51,119598.45661938167,50.05
Zagreb,2.56,120637.34509604317,50.05
Zagreb,2.61,121652.25127421127,50.05
Zagreb,2.65,122643.9413200487,50.05
Zagreb,2.7,123612.82594454965,50.05
Zagreb,2.75,124559.40782840537,50.05
Zagreb,2.79,125483.95386303731,50.05
Zagreb,2.84,126387.16210266066,50.05
